name,size
equiv.bool_prod_equiv_sum._proof_2,928
set.enumerate_countable._match_1,929
list.mmap_filter,929
pos_num.has_sizeof_inst,929
with_one.monad,929
with_zero.monad,929
relation.refl_trans_gen_swap,930
category_theory.End.has_mul,930
equiv.equiv_empty.equations._eqn_1,930
set.right_inv_on.congr_right,930
equiv.equiv_pempty.equations._eqn_1,930
psigma.fintype_prop_left._match_1.equations._eqn_1,930
set.partially_well_ordered_on.min_bad_seq_of_bad_seq._proof_1,931
tactic.tactic_script.primitive.unpack._nest_1_1.list.tactic.tactic_script.cons.spec,931
equiv_like.coe_injective',932
dfinsupp.has_add._proof_1,932
pi.single_eq_of_ne,932
pi.mul_single_eq_of_ne,932
is_total.is_trichotomous,933
mul_equiv.inhabited,934
where.select_for_which,934
except_t.bind.equations._eqn_1,934
part.get_eq_iff_mem,934
add_equiv.inhabited,934
equiv.nonempty_congr,936
sigma.decidable_eq._match_2,936
psigma.decidable_eq._match_2,936
list.range_core.equations._eqn_1,936
list.range_core._main.equations._eqn_1,936
sigma_mk_injective,937
fin.succ_mk,937
of_to_bool_true,937
to_bool_true,937
set.mem_sigma_iff,937
unique.subsingleton.equations._eqn_1,937
ring_equiv.left_inv,938
list.range_zero,938
function.embedding.sigma_mk,939
nat.find_x._proof_5,941
submonoid_class.cases_on,942
prod.swap_injective,942
add_submonoid_class.cases_on,942
submonoid_class.rec_on,942
add_submonoid_class.rec_on,942
function.embedding_like,943
part_enat.order_top,943
mul_le_add_hom_class.cases_on,944
mul_le_add_hom_class.rec_on,944
subadditive_hom_class.cases_on,944
submultiplicative_hom_class.cases_on,944
submultiplicative_hom_class.rec_on,944
subadditive_hom_class.rec_on,944
function.is_periodic_pt.decidable,945
is_strong_antichain.preimage,945
is_total_preorder.swap,945
flag.cases_on,946
flag.rec_on,946
order_dual.order_top.equations._eqn_1,946
order_dual.order_bot.equations._eqn_1,946
ematch_config.sizeof,947
pos.sizeof,947
std_gen.sizeof,947
set.mem_image_elim,947
equiv.set.univ_pi._proof_1,948
mul_equiv.map_mul',949
add_equiv.map_add',949
ematch_config.has_sizeof_inst,949
pos.has_sizeof_inst,949
is_antichain.to_dual,949
std_gen.has_sizeof_inst,949
list.partition_map._main,950
set.right_inv_on.surj_on,950
commute.is_regular_iff,950
list.mmap'._sunfold,952
dfinsupp.sigma_uncurry._proof_1,952
option.pmap_some,952
list.to_chunks_aux._main,953
zero_hom.copy,953
one_hom.copy,953
cast_num._main,953
distrib.no_confusion_type,953
cast_num._sunfold,953
set.eq_on.cancel_left,955
list.permutations_aux2._sunfold,956
list.to_chunks_aux,957
relation.transitive_join,957
mul_zero_class.mul_zero,958
mul_zero_class.zero_mul,958
ring_equiv.right_inv,958
functor.comp.has_seq.equations._eqn_1,958
equiv_like.to_embedding_like._proof_2,959
multiplicative.has_inv,959
additive.has_neg,959
equiv.prod_punit.equations._eqn_1,960
list.partition_map,961
decidable_eq_of_bool_pred,961
auto.auto_config.sizeof,962
ne_zero.trans,962
tactic.delta_config.sizeof,962
int.sizeof,963
set.nontrivial_of_mem_mem_ne,963
nat.le_of_succ_le_succ,964
cast_num,964
auto.auto_config.has_sizeof_inst,964
tactic.delta_config.has_sizeof_inst,964
nat.bit,965
int.has_sizeof_inst,965
function.injective.exists_unique_of_mem_range,965
list.perm.eqv,966
equiv.nonempty,966
neg_mem_class.cases_on,966
set.inv_on.symm,966
is_idempotent_elem.subtype.has_one,966
inv_mem_class.cases_on,966
neg_mem_class.rec_on,966
inv_mem_class.rec_on,966
except.sizeof,967
category_theory.full_subcategory.sizeof,967
equiv.cast,968
forall₅_congr,968
monad.sequence'._sunfold,969
matrix.conj_transpose.equations._eqn_1,971
nat.le_of_lt_succ,972
list.mfilter._main,972
list.perm.subperm_right,973
function.surjective.of_comp_iff',973
set.maps_to.mono,973
iff_congr,974
or.right_comm,974
equiv.pprod_equiv_prod,974
cast_eq_iff_heq,974
is_strong_antichain.swap,975
io.net.accept.equations._eqn_1,975
mk_iff.list_option_merge._main,976
one_hom.mk.inj_arrow,977
subsingleton_info.sizeof,977
zero_hom.mk.inj_arrow,977
part.bind_dom,978
iff.decidable.equations._eqn_1,978
setoid.mk.inj,978
format.color.no_confusion,978
nat.lt_of_succ_lt_succ,979
num_nat_coe,979
subsingleton_info.has_sizeof_inst,979
zero_mul,980
mul_zero,980
list.cons.inj_arrow,980
mk_iff.list_option_merge,980
zero_mem_class.mk.inj,980
one_mem_class.mk.inj,980
function.extfun_app._proof_1,981
nat.add_one_le_iff,981
prod.sizeof._main,981
except.has_sizeof_inst,981
prod.sizeof._sunfold,981
vm_obj_kind.no_confusion_type,982
int.neg_of_nat_eq,982
set.subsingleton_of_preimage,982
monad.filter,984
list.mfilter,984
with_zero.int.has_pow._match_1.equations._eqn_4,986
option.mem_map_of_mem,987
matrix.block_diag_map,988
prod.mk.inj_arrow.equations._eqn_1,988
category_theory.full_subcategory.has_sizeof_inst,988
pprod.mk.inj_arrow.equations._eqn_1,988
list.ilast._main,989
equiv.traverse,989
option.join,990
iff.iff,990
forall_prop_decidable.equations._eqn_1,990
prod.sizeof,991
nat.le_induction,991
list.mfoldr._sunfold,991
list.mfoldl._sunfold,991
option.mmap.equations._eqn_1,991
function.surjective.forall₃,992
psigma.sizeof._main,992
is_idempotent_elem.zero,992
sigma.sizeof._main,992
psigma.sizeof._sunfold,992
sigma.sizeof._sunfold,992
option_t.catch.equations._eqn_1,993
with_top.coe_sub,993
list.ilast,994
applicative_transformation.app_eq_coe,994
reducibility_hints.sizeof,994
part.sizeof,995
relation.trans_gen.tail'_iff,996
setoid.no_confusion,996
reducibility_hints.has_sizeof_inst,996
matrix.neg_of,997
option.some_inj,998
category_theory.pi.sum_elim_category._main.equations._eqn_1,998
category_theory.pi.sum_elim_category._main.equations._eqn_2,998
function.injective_surj_inv,999
part.has_sizeof_inst,1000
sum.lex.to_lex_lt_to_lex,1000
sum.lex.to_lex_le_to_lex,1000
matrix.block_diagonal'_eq_block_diagonal,1001
list.extractp._sunfold,1001
_private.3631408229.acc_aux.equations._eqn_1,1001
list.drop._main.equations._eqn_2,1003
prod.is_total_left._match_2.equations._eqn_1,1003
punit.add_comm_group._proof_4,1004
punit.comm_group._proof_4,1004
subtype_or_left_embedding._proof_1,1004
state_t.adapt.equations._eqn_1,1004
equiv.subtype_pi_equiv_pi._proof_3,1004
has_well_founded.sizeof,1004
set.not_mem_of_not_mem_sUnion,1004
prod.has_sizeof,1005
psigma.sizeof,1005
sigma.sizeof,1005
directed.sequence._match_1.equations._eqn_1,1005
list.span._sunfold,1005
monad_io.no_confusion,1005
list.slice._main,1006
mul_zero_class.to_opposite_smul_with_zero._proof_1,1007
ulift.smul_with_zero,1007
comp.seq_mk,1007
zmod._main.equations._eqn_1,1007
list.drop.equations._eqn_2,1007
nat.pred.equations._eqn_2,1007
nat.pred._main.equations._eqn_2,1007
zmod.equations._eqn_1,1007
with_bot.bot_lt_coe,1008
list.slice,1008
monoid_hom_class.coe,1009
add_monoid_hom_class.coe,1009
sum.lift_rel.lex,1009
has_well_founded.has_sizeof_inst,1009
directed.sequence._match_1.equations._eqn_2,1009
psum.sizeof._main,1010
unique.subtype_eq,1010
sum.sizeof._main,1010
psum.sizeof._sunfold,1010
sum.sizeof._sunfold,1010
pi.eval_add_hom_apply,1010
pi.eval_mul_hom_apply,1010
fin.is_empty,1011
function.embedding.of_surjective,1011
list.take._main.equations._eqn_2,1011
is_order_connected_of_is_strict_total_order.equations._eqn_1,1011
pequiv.symm,1012
unique.subtype_eq._match_1,1012
set_like.ext',1013
rbnode.black_node.inj,1013
function.semiconj₂.is_idempotent_right,1013
matrix.has_star.equations._eqn_1,1013
rbnode.red_node.inj,1013
applicative_transformation.has_coe_to_fun.equations._eqn_1,1013
classical.subtype_of_exists.equations._eqn_1,1013
congr_heq,1014
with_top.untop.equations._eqn_1,1014
monad_io_random.mk.inj_arrow,1014
list.take.equations._eqn_2,1015
list.lookup_all._main,1015
set.pi_mono,1017
exists.classical_rec_on.equations._eqn_1,1017
monad_io_random.sizeof,1017
linarith.comp_source.add.inj_eq,1018
list.next_or._sunfold,1018
linarith.comp_source.scale.inj_eq,1018
list.length._main,1019
quot.congr._proof_1,1019
psum.sizeof,1020
sum.sizeof,1020
monad_reader_adapter_trans.equations._eqn_1,1020
monad_except_adapter_trans.equations._eqn_1,1020
list.length,1021
cast_inj,1021
string.has_decidable_eq._match_1.equations._eqn_2,1021
add_monoid_hom.cases_on,1022
monoid_hom.cases_on,1022
set.range_nonempty,1022
setoid.comap,1022
monoid_hom.rec_on,1022
add_monoid_hom.rec_on,1022
nat.rec_zero,1023
set.nonempty.smul_set,1023
list.traverse._sunfold,1023
matrix.tail_add,1023
matrix.tail_sub,1023
set.nonempty.vadd_set,1023
state_t.monad_except.equations._eqn_1,1023
is_nonstrict_strict_order.to_is_irrefl.equations._eqn_1,1023
equiv.sum_comm,1024
tree.get._main,1024
part.mem_some_iff,1024
with_zero.int.has_pow._match_1.equations._eqn_1,1024
unique.subtype_eq._proof_1,1024
psigma.has_sizeof,1024
functor.comp.map_mk,1024
sigma.has_sizeof,1024
monad_io_random.has_sizeof_inst,1024
decidable.subsingleton._match_1.equations._eqn_2,1024
rel_embedding.of_is_empty._proof_1,1025
tree.get,1026
fin.ne_of_vne,1026
rel_hom.injective_of_increasing,1027
eq_rec_inj,1027
list.drop._main.equations._eqn_1,1028
rel_iso.refl._proof_1,1028
equiv.bool_equiv_punit_sum_punit,1028
part.mk.inj_eq,1028
dvd_mul_right,1029
function.embedding.some,1029
set_like.coe_set_eq,1029
list.partition._sunfold,1029
with_top.add_top,1030
rel_embedding.of_map_rel_iff.equations._eqn_1,1030
punit.add_comm_group._proof_5,1031
punit.comm_group._proof_5,1031
rel_hom.rel_hom_class._proof_1,1031
is_empty_plift,1031
star_hom_class.coe_injective',1031
is_empty_ulift,1031
list.drop.equations._eqn_1,1032
vector,1032
equiv.no_confusion,1032
quiver.hom.unop_inj,1033
equiv.mk.inj,1033
functor.sizeof,1033
monad_except.sizeof,1033
functor.comp.run_map,1034
sum.has_sizeof,1034
psum.has_sizeof,1034
submonoid_class.to_one_mem_class,1036
add_submonoid_class.to_zero_mem_class,1036
relator.rel_iff,1036
list.take._main.equations._eqn_1,1037
sum.lift_rel_subrelation_lex,1037
equiv.symm_apply_apply,1038
option.some_injective,1038
category_theory.pi.sum_elim_category.equations._eqn_1,1038
list.lookup_all,1038
cast_cast,1038
category_theory.pi.sum_elim_category.equations._eqn_2,1038
inv_inj,1039
neg_inj,1039
setoid.partial_order._proof_2,1039
functor.has_sizeof_inst,1039
matrix.from_blocks_apply₂₁,1039
matrix.from_blocks_apply₁₂,1039
matrix.from_blocks_apply₁₁,1039
matrix.from_blocks_apply₂₂,1039
list.is_prefix_of._sunfold,1039
list.take_zero,1040
list.take.equations._eqn_1,1041
list.alternating_sum._sunfold,1041
subtype.has_lt.equations._eqn_1,1041
int.sign_of_succ,1041
subtype.has_le.equations._eqn_1,1041
list.alternating_prod._sunfold,1041
decidable.and_iff_not_or_not,1041
tactic.rewrite_cfg.mk.inj_arrow,1041
subtype.has_equiv.equations._eqn_1,1041
smt_pre_config.mk.inj_arrow,1041
prod.rprod_wf,1041
decidable.not_exists_not,1042
set.restrict_preimage,1042
functor.comp.run_seq,1042
int.sign.equations._eqn_3,1042
int.sign._main.equations._eqn_3,1042
string.length,1043
string.length._main,1043
string.length._sunfold,1043
equiv.nat_equiv_nat_sum_punit,1043
int.nat_abs_ne_zero_of_ne_zero,1044
monad_except.has_sizeof_inst,1044
string.has_sizeof,1045
rel_hom.sizeof,1045
list.mmap_accuml._main,1045
decidable.subsingleton._match_1.equations._eqn_1,1045
equiv.prod_comm,1046
subtype.coe_le_coe,1046
subtype.coe_lt_coe,1046
equiv.left_inverse_symm,1046
_nest_1_1._nest_1_1.tactic.tactic_script._mut_.no_confusion_type,1047
applicative_transformation.preserves_pure',1047
fin.sizeof,1047
star_hom_class.to_fun_like,1047
encodable.choose_x._match_4.equations._eqn_1,1047
equiv.apply_symm_apply,1048
mul_equiv.to_equiv,1048
add_equiv.to_equiv,1048
list.mmap_accumr._main,1048
with_bot.decidable_lt._main._proof_2,1048
nat.pred_le_pred,1050
with_bot.add_bot,1050
has_to_string.mk.sizeof_spec,1050
list.map_with_index_core._main,1050
has_abs.mk.sizeof_spec,1050
has_hnot.mk.sizeof_spec,1050
has_nat_cast.mk.sizeof_spec,1050
has_neg_part.mk.sizeof_spec,1050
has_pos_part.mk.sizeof_spec,1050
has_star.mk.sizeof_spec,1050
tactic.interactive.rep_arity.many.sizeof_spec,1050
has_repr.mk.sizeof_spec,1050
rbnode.balance2._main.equations._eqn_1,1050
has_compl.mk.sizeof_spec,1050
rbnode.balance1._main.equations._eqn_1,1050
has_int_cast.mk.sizeof_spec,1050
has_rat_cast.mk.sizeof_spec,1050
tactic.interactive.rep_arity.one.sizeof_spec,1050
list.head_mem_head',1051
list.foldl_with_index_aux._main,1052
setoid.comap._proof_1,1052
list.foldr_with_index_aux._main,1052
fin.has_sizeof_inst,1052
encodable.encode_sum._main,1053
encodable.encode_sum._sunfold,1053
function.embedding.sizeof,1054
rbnode.balance2.equations._eqn_1,1054
rbnode.balance1.equations._eqn_1,1054
exists_unique_const,1055
unique.subtype_eq',1056
nat.pred_eq_of_eq_succ,1057
equiv.inv.equations._eqn_1,1057
equiv.neg.equations._eqn_1,1057
principal_seg.has_coe_to_fun,1058
set.not_nonempty_empty,1058
set.empty_not_nonempty,1058
pi.single_eq_of_ne',1058
list.map_with_index_core,1058
pi.mul_single_eq_of_ne',1058
has_sup.mk.sizeof_spec,1058
unique.subtype_eq'._match_1,1058
quiver.mk.sizeof_spec,1058
has_himp.mk.sizeof_spec,1058
has_inf.mk.sizeof_spec,1058
bool.decidable_forall_bool,1059
one_mem_class.no_confusion_type,1059
zero_mem_class.no_confusion_type,1059
state_t.monad_state_adapter.equations._eqn_1,1060
decidable.or_congr_left,1060
list.foldl_with_index_aux,1061
list.foldr_with_index_aux,1061
prod.decidable_eq._match_1,1062
function.embedding.has_sizeof_inst,1062
has_lift_t.mk.sizeof_spec,1062
has_coe.mk.sizeof_spec,1062
has_coe_t.mk.sizeof_spec,1062
has_lift.mk.sizeof_spec,1062
has_coe_t_aux.mk.sizeof_spec,1062
encodable.encode_sum,1063
function.injective.comp_inj_on,1063
rel_hom.has_sizeof_inst,1063
list.get_rest._sunfold,1063
equiv.int_equiv_nat_sum_nat._proof_1,1064
list.mmap_accuml,1064
partial_order_of_SO._match_1,1065
equiv.right_inverse_symm,1066
list.zip_with4._sunfold,1066
iff_and_self,1066
norm_num.nat_succ_eq,1067
with_bot.to_dual_top_equiv,1067
with_top.to_dual_bot_equiv,1067
subtype.exists',1067
list.mmap_accumr,1067
part.assert.equations._eqn_1,1067
option.pmap._main.equations._eqn_2,1068
rbnode.balance2._main.equations._eqn_2,1069
rbnode.balance1._main.equations._eqn_3,1069
rbnode.balance1._main.equations._eqn_7,1069
rbnode.balance2._main.equations._eqn_4,1069
rbnode.balance1._main.equations._eqn_4,1069
rbnode.balance1._main.equations._eqn_2,1069
rbnode.balance2._main.equations._eqn_3,1069
rbnode.balance2._main.equations._eqn_7,1069
function.cantor_surjective,1070
has_coe_to_sort.mk.sizeof_spec,1070
matrix.star_eq_conj_transpose,1070
has_smul.mk.sizeof_spec,1070
function.embedding.can_lift.equations._eqn_1,1070
has_bracket.mk.sizeof_spec,1070
unique.subtype_eq'._proof_1,1070
has_vadd.mk.sizeof_spec,1070
monad_fail.mk.sizeof_spec,1070
has_quotient.mk.sizeof_spec,1070
has_pure.mk.sizeof_spec,1070
fin.elim0._main,1072
d_array.nil._match_1,1072
fin.elim0._sunfold,1072
rbnode.balance2.equations._eqn_2,1073
rbnode.balance1.equations._eqn_3,1073
rbnode.balance1.equations._eqn_7,1073
rbnode.balance1.equations._eqn_4,1073
rbnode.balance2.equations._eqn_4,1073
rbnode.balance1.equations._eqn_2,1073
rel_embedding.has_coe_to_fun.equations._eqn_1,1073
rbnode.balance2.equations._eqn_3,1073
rbnode.balance2.equations._eqn_7,1073
ulift.is_empty,1074
plift.is_empty,1074
has_Sup.mk.sizeof_spec,1074
has_Inf.mk.sizeof_spec,1074
order_bot.sizeof,1075
order_top.sizeof,1075
zero_le_one_class.no_confusion,1075
list.enum_from._main,1076
set_like.sizeof,1076
star_mul_equiv._proof_1,1077
decidable.forall_or_distrib_right,1078
list.enum_from,1078
has_vsub.mk.sizeof_spec,1078
sum.lift_rel.mono,1079
function.injective.of_comp_iff',1080
tree.get_or_else,1080
matrix.block_diag'_map,1080
monad_state_adapter_trans.equations._eqn_1,1080
well_founded.fix_F_eq,1081
nat.succ_le_succ_iff,1081
pequiv.symm._proof_1,1081
fun_like.sizeof,1081
io.forever.equations._eqn_1,1081
add_con.no_confusion_type,1082
con.no_confusion_type,1082
has_coe_to_fun.mk.sizeof_spec,1082
mul_zero_one_class.one_mul,1083
mul_zero_one_class.mul_one,1083
buffer.foreach._main.equations._eqn_1,1083
list.map_with_index,1083
tactic.interactive.case_tag.pi.inj_arrow,1084
subtype.equiv_iff,1084
exists_unique_prop_of_true,1084
set.restrict,1086
set_like.has_sizeof_inst,1086
reader_t.mk.sizeof_spec,1086
d_array.mk.sizeof_spec,1086
order_bot.has_sizeof_inst,1087
buffer.foreach.equations._eqn_1,1087
string.has_decidable_eq._match_1.equations._eqn_1,1087
order_top.has_sizeof_inst,1087
rbnode.balance2._main.equations._eqn_5,1088
rbnode.balance2._main.equations._eqn_8,1088
rbnode.balance2._main.equations._eqn_9,1088
rbnode.balance1._main.equations._eqn_6,1088
rbnode.balance2._main.equations._eqn_6,1088
rbnode.balance1._main.equations._eqn_9,1088
rbnode.balance1._main.equations._eqn_8,1088
rbnode.balance1._main.equations._eqn_5,1088
list.unzip._sunfold,1088
list.foldl_with_index,1089
list.foldr_with_index,1089
equiv.bool_prod_equiv_sum._proof_1,1089
add_con.rel_eq_coe,1089
con.rel_eq_coe,1089
fin.elim0,1090
con.has_coe_to_fun.equations._eqn_1,1091
add_con.has_coe_to_fun.equations._eqn_1,1091
rbnode.balance2.equations._eqn_5,1092
option.pmap.equations._eqn_2,1092
rbnode.balance2.equations._eqn_8,1092
rbnode.balance2.equations._eqn_9,1092
rbnode.balance2.equations._eqn_6,1092
rbnode.balance1.equations._eqn_6,1092
rbnode.balance1.equations._eqn_8,1092
rbnode.balance1.equations._eqn_5,1092
rbnode.balance1.equations._eqn_9,1092
mul_hom.mk.inj,1093
add_hom.mk.inj,1093
monad_io_process.no_confusion_type,1093
list.enum,1094
option.sizeof._main.equations._eqn_1,1094
has_orelse.mk.sizeof_spec,1094
prod.is_total_left.equations._eqn_1,1094
has_monad_lift_t.mk.sizeof_spec,1094
has_monad_lift.mk.sizeof_spec,1094
fin.exists_iff,1096
encodable.mk.inj_arrow,1096
nat.lt_succ_iff,1097
fun_like.has_sizeof_inst,1097
unification_constraint.mk.inj_arrow,1097
zero_hom.sizeof,1098
one_hom.sizeof,1098
function.has_uncurry.mk.sizeof_spec,1098
is_antichain.preimage,1098
matrix.block_diag_add,1099
add_semigroup.add_assoc,1100
semigroup.mul_assoc,1100
relation.trans_gen.trans_induction_on,1101
is_antichain.swap,1102
state_t.mk.sizeof_spec,1102
has_seq_left.mk.sizeof_spec,1102
has_seq_right.mk.sizeof_spec,1102
monad_run.mk.sizeof_spec,1102
tactic.interactive.case_tag.hyps.inj_arrow,1102
nat.bodd_div2.equations._eqn_1,1103
nat.bodd_div2._main.equations._eqn_1,1103
empty_relation.is_well_order.equations._eqn_1,1103
ordering.decidable_eq._match_2.equations._eqn_1,1104
ordering.decidable_eq._match_4.equations._eqn_3,1104
nat.nontrivial.equations._eqn_1,1104
ordering.decidable_eq._match_3.equations._eqn_2,1104
option.sizeof.equations._eqn_1,1104
smul_hom_class.coe_injective',1106
nonempty_lt.equations._eqn_1,1107
is_strong_antichain.subset,1107
nonempty_gt.equations._eqn_1,1107
nat.decidable_eq._match_1.equations._eqn_1,1107
embedding_like.apply_eq_iff_eq,1108
pos_num.of_nat_succ,1108
pos_num.of_nat_succ._main,1108
fin.elim0',1108
has_involutive_inv.sizeof,1109
equiv.prop_equiv_pempty.equations._eqn_1,1109
has_involutive_neg.sizeof,1109
with_one.unone.equations._eqn_1,1110
has_seq.mk.sizeof_spec,1110
has_bind.mk.sizeof_spec,1110
with_zero.unzero.equations._eqn_1,1110
function.surjective.unique._proof_1,1111
nat.succ_lt_succ_iff,1111
order_top.lift._proof_1,1111
order_bot.lift._proof_1,1111
has_smul.ext,1111
function.embedding.coe_option,1112
equiv.int_equiv_nat_sum_nat._proof_2,1112
rel_hom_class.no_confusion_type,1113
zero_hom.has_sizeof_inst,1114
one_hom.has_sizeof_inst,1114
has_involutive_neg.has_sizeof_inst,1114
setoid.mk.inj_arrow,1114
has_involutive_inv.has_sizeof_inst,1114
with_zero.mul_zero_class._proof_2,1115
list.kextract._main,1118
nat.bodd_zero,1119
mul_hom.copy._proof_1,1119
add_hom.copy._proof_1,1119
nat.bodd_one,1121
set.mem_image_elim_on,1121
ulift.nonempty,1122
add_con.refl,1122
con.refl,1122
plift.nonempty,1122
d_array.nil,1123
sum.lift_rel.mono_right,1124
sum.lift_rel.mono_left,1124
add_assoc,1125
mul_assoc,1125
rbnode.balance1_node._main,1126
rbnode.balance2_node._main,1126
rbnode.balance1_node._sunfold,1126
rbnode.balance2_node._sunfold,1126
rbnode.balance1_node,1128
rbnode.balance2_node,1128
commute_inv_of,1128
function.embedding.inl_apply,1128
function.embedding.inr_apply,1128
with_bot.coe_injective,1129
ordering.compares.swap,1130
submonoid.has_top.equations._eqn_1,1130
add_submonoid.has_top.equations._eqn_1,1130
ordering.compares.of_swap,1130
smul_hom_class.to_fun_like,1131
applicative_transformation.no_confusion_type,1131
array.nil,1131
rel_iso.no_confusion_type,1131
nat.div2_zero,1133
nat.div2_one,1135
submonoid_class.one_mem,1136
add_submonoid_class.zero_mem,1136
rel_hom.rel_hom_class,1137
prefunctor.sizeof,1137
functor.comp.functor.equations._eqn_1,1138
is_antichain_singleton,1140
list.kextract,1141
fin_zero_elim,1142
tactic.dsimp_config.mk.inj,1142
partial_order_of_SO._proof_2,1143
matrix.vec_empty,1143
option.decidable_forall_mem._main._proof_2,1143
subtype.subsingleton._match_2.equations._eqn_1,1143
int.bodd,1144
int.bodd._main,1144
int.bodd._sunfold,1144
setoid.sizeof,1145
set.sigma_preimage_left,1145
add_hom.sizeof,1146
mul_hom.sizeof,1146
list.lookup._sunfold,1146
option.traversable,1148
part.dom.of_bind,1148
equiv.sigma_fiber_equiv._proof_3,1149
list.foldr._main.equations._eqn_1,1149
equiv.pempty_prod.equations._eqn_1,1149
equiv.empty_prod.equations._eqn_1,1149
equiv.prod_pempty.equations._eqn_1,1149
equiv.prod_empty.equations._eqn_1,1149
monad_except_adapter.mk.sizeof_spec,1150
mul_hom.no_confusion,1150
add_hom.no_confusion,1150
setoid.has_sizeof_inst,1150
monad_reader_adapter.mk.sizeof_spec,1150
matrix.smul_of,1151
set_coe.exists,1152
embedding_like.comp_injective,1152
list.mmap_with_index'_aux._main,1152
_private.2940878549.from_components_aux._main.equations._eqn_1,1153
prefunctor.has_sizeof_inst,1153
_private.2940878549.from_components_aux.equations._eqn_1,1153
ulift.ext_iff,1154
with_zero.nat.has_pow.equations._eqn_1,1154
has_zero.ext_iff,1154
list.ilast._sunfold,1155
list.ilast'._main.equations._eqn_1,1155
pos_num.of_nat,1157
with_one.unone_coe,1157
with_zero.unzero_coe,1157
list.ilast'.equations._eqn_1,1159
add_hom.has_sizeof_inst,1162
function.bijective_iff_exists_unique,1162
mul_hom.has_sizeof_inst,1162
part_enat.dom_of_le_of_dom,1162
mk_buffer,1165
list.mmap_with_index'_aux,1165
list.mem._main.equations._eqn_1,1165
setoid.map_of_surjective._match_1,1166
monad_functor.mk.sizeof_spec,1166
monad_functor_t.mk.sizeof_spec,1166
applicative_transformation.preserves_pure,1167
buffer.nil,1167
mul_opposite.op_add_equiv,1168
add_opposite.op_mul_equiv,1168
list.foldr_nil,1169
list.foldr.equations._eqn_1,1169
list.mem.equations._eqn_1,1169
set.well_founded_on,1170
monad_state.mk.sizeof_spec,1170
list.to_chunks._sunfold,1172
list.to_chunks._main,1172
set.sigma_preimage_right,1172
ne_zero.succ,1172
list.find_indexes,1173
set.right_inv_on.comp,1173
equiv.set.singleton._match_2,1174
list.to_chunks,1174
list.map._main.equations._eqn_1,1175
order_dual.covariant_class_mul_lt.equations._eqn_1,1176
order_dual.covariant_class_add_le.equations._eqn_1,1176
order_dual.covariant_class_mul_le.equations._eqn_1,1176
order_dual.covariant_class_add_lt.equations._eqn_1,1176
list.map_accumr₂._sunfold,1177
function.surjective.exists₂,1178
ulift.down_inj,1178
plift.down_inj,1178
equiv.d_array_equiv_fin.equations._eqn_1,1178
setoid.partial_order._proof_3,1179
function.semiconj.comp_right,1179
list.foldl._main.equations._eqn_1,1179
equiv.set.singleton._proof_2,1180
with_bot.coe_eq_coe,1180
with_top.coe_eq_coe,1180
with_zero.coe_inj,1180
with_one.coe_inj,1180
with_bot.coe_inj,1180
tree.map._main,1181
option_t.ext,1182
mul_action_hom.sizeof,1182
matrix.block_diagonal'_apply_eq,1182
Well_order.inhabited.equations._eqn_1,1182
forall_eq',1183
equiv.option_equiv_sum_punit,1183
list.decidable_mem._main._proof_1,1183
list.inits._main,1184
rel_iso.rel_iso_of_is_empty,1185
pi.order_top.equations._eqn_1,1186
list.inits,1186
pi.order_bot.equations._eqn_1,1186
and.congr_right_iff,1187
well_founded.fix_eq,1188
list.map_nil,1188
order_dual.contravariant_class_mul_le.equations._eqn_1,1188
order_dual.contravariant_class_add_lt.equations._eqn_1,1188
tree.map,1188
order_dual.contravariant_class_mul_lt.equations._eqn_1,1188
eq_rec_compose,1188
order_dual.contravariant_class_add_le.equations._eqn_1,1188
list.map.equations._eqn_1,1189
rel_hom.swap.equations._eqn_1,1189
list.indexes_values,1189
equiv.equiv_of_unique,1190
set.mem_Inter,1191
list.permutations'_aux._main,1191
int.nonneg_or_nonneg_neg,1192
coe_fn_coe_trans,1194
list.foldl_nil,1195
set.is_wf,1195
list.permutations'_aux,1195
list.foldl.equations._eqn_1,1195
matrix.block_diagonal'._main.equations._eqn_1,1195
list.mmap_with_index',1195
monad_state_adapter.mk.sizeof_spec,1198
list.map_singleton,1200
function.semiconj.comp_left,1201
list.concat._main.equations._eqn_1,1202
unique_subtype_iff_exists_unique,1202
is_nonstrict_strict_order.mk.sizeof_spec,1202
set.pairwise.mono',1203
list.indexes_of,1203
subtype.subsingleton.equations._eqn_1,1203
is_well_founded.is_asymm.equations._eqn_1,1203
mul_action_hom.has_sizeof_inst,1203
equiv.array_equiv_fin.equations._eqn_1,1204
can_lift.mk.inj_arrow,1204
list.zip_with5._sunfold,1204
list.mem_cons_self,1205
list.concat_nil,1205
functor.const.applicative.equations._eqn_1,1205
or_and_distrib_right,1206
list.concat.equations._eqn_1,1206
list.mmap._sunfold,1209
list.mem_singleton_self,1210
setoid.complete_lattice._proof_19,1210
semigroup.opposite_smul_comm_class,1211
add_semigroup.opposite_vadd_comm_class,1211
smt_config.mk.inj_eq,1211
list.tails._main.equations._eqn_1,1212
list.map_with_prefix_suffix_aux._main,1212
prod.swap_inj,1212
function.injective2.uncurry,1212
exists₄_congr,1213
set.coe_cod_restrict_apply,1214
list.nthd._main.equations._eqn_1,1215
add_con.partial_order._proof_1,1216
add_monoid_hom.has_zero,1216
prod.decidable_eq._main,1216
monoid_hom.has_one,1216
con.partial_order._proof_1,1216
list.tails.equations._eqn_1,1216
